student_id,course_id,course_code,course_name,degree,year,semester,credits,subject_area,mark,grade,grade_point,status,archetype
460,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,76.9,B+,3.3,completed,networking_cloud
460,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,47.9,D,1.0,completed,networking_cloud
460,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,59.2,C,2.0,completed,networking_cloud
460,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,76.6,B+,3.3,completed,networking_cloud
460,27,IT3205,Software Testing and QA,Information Technology,3,2,3,Software Engineering,91.8,A+,4.0,completed,networking_cloud
461,51,CS1101,Intro to Computer Science,Computer Science,1,1,4,Programming,74.2,B,3.0,completed,ai_ml
461,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,94.3,A+,4.0,completed,ai_ml
461,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,44.0,D,1.0,completed,ai_ml
461,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,68.1,B-,2.7,completed,ai_ml
461,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,96.1,A+,4.0,completed,ai_ml
461,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,62.8,C+,2.3,completed,ai_ml
461,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,57.1,C,2.0,completed,ai_ml
461,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,30.6,F,0.0,completed,ai_ml
461,59,CS2101,Data Structures,Computer Science,2,1,4,Algorithms & Data Structures,44.5,D,1.0,completed,ai_ml
461,60,CS2102,Probability and Statistics,Computer Science,2,1,3,Statistics,86.7,A,4.0,completed,ai_ml
461,61,CS2103,Operating Systems Concepts,Computer Science,2,1,3,Systems & Operating Systems,63.3,C+,2.3,completed,ai_ml
461,62,CS2104,Software Engineering I,Computer Science,2,1,3,Software Engineering,59.6,C+,2.3,completed,ai_ml
461,63,CS2201,Algorithm Design,Computer Science,2,2,4,Algorithms & Data Structures,91.7,A+,4.0,completed,ai_ml
461,64,CS2202,Advanced Databases,Computer Science,2,2,4,Database,62.7,C+,2.3,completed,ai_ml
461,65,CS2203,Data Communications,Computer Science,2,2,3,Networking,67.5,B-,2.7,completed,ai_ml
461,66,CS2204,Statistical Computing,Computer Science,2,2,3,Statistics,92.2,A+,4.0,completed,ai_ml
461,67,CS3101,Artificial Intelligence Fundamentals,Computer Science,3,1,4,Artificial Intelligence,84.0,A-,3.7,completed,ai_ml
461,68,CS3102,Cyber Security Principles,Computer Science,3,1,3,Cyber Security,77.3,B+,3.3,completed,ai_ml
461,69,CS3103,Software Architecture,Computer Science,3,1,3,Software Engineering,55.9,C,2.0,completed,ai_ml
461,70,CS3104,Exploratory Data Analysis,Computer Science,3,1,3,Data Analysis,73.5,B,3.0,completed,ai_ml
461,71,CS3105,Cloud Infrastructure,Computer Science,3,1,3,Cloud Computing,62.0,C+,2.3,completed,ai_ml
461,72,CS3201,Deep Learning Concepts,Computer Science,3,2,4,Artificial Intelligence,76.3,B+,3.3,completed,ai_ml
461,73,CS3202,Digital Forensics,Computer Science,3,2,3,Cyber Security,34.2,F,0.0,completed,ai_ml
461,74,CS3203,Data Warehousing,Computer Science,3,2,3,Database,83.8,A-,3.7,completed,ai_ml
461,75,CS3204,Predictive Analytics,Computer Science,3,2,3,Data Analysis,61.1,C+,2.3,completed,ai_ml
462,51,CS1101,Intro to Computer Science,Computer Science,1,1,4,Programming,81.6,A-,3.7,completed,cyber_security
462,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,74.0,B,3.0,completed,cyber_security
462,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,74.6,B+,3.3,completed,cyber_security
462,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,80.7,A-,3.7,completed,cyber_security
462,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,59.2,C,2.0,completed,cyber_security
462,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,71.0,B,3.0,completed,cyber_security
462,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,69.9,B,3.0,completed,cyber_security
462,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,97.2,A+,4.0,completed,cyber_security
462,59,CS2101,Data Structures,Computer Science,2,1,4,Algorithms & Data Structures,67.6,B-,2.7,completed,cyber_security
462,60,CS2102,Probability and Statistics,Computer Science,2,1,3,Statistics,61.3,C+,2.3,completed,cyber_security
462,61,CS2103,Operating Systems Concepts,Computer Science,2,1,3,Systems & Operating Systems,97.5,A+,4.0,completed,cyber_security
462,62,CS2104,Software Engineering I,Computer Science,2,1,3,Software Engineering,73.8,B,3.0,completed,cyber_security
462,63,CS2201,Algorithm Design,Computer Science,2,2,4,Algorithms & Data Structures,73.8,B,3.0,completed,cyber_security
462,64,CS2202,Advanced Databases,Computer Science,2,2,4,Database,84.7,A,4.0,completed,cyber_security
462,65,CS2203,Data Communications,Computer Science,2,2,3,Networking,91.2,A+,4.0,completed,cyber_security
462,66,CS2204,Statistical Computing,Computer Science,2,2,3,Statistics,38.6,F,0.0,completed,cyber_security
462,67,CS3101,Artificial Intelligence Fundamentals,Computer Science,3,1,4,Artificial Intelligence,57.8,C,2.0,completed,cyber_security
462,68,CS3102,Cyber Security Principles,Computer Science,3,1,3,Cyber Security,98.9,A+,4.0,completed,cyber_security
462,69,CS3103,Software Architecture,Computer Science,3,1,3,Software Engineering,52.8,C-,1.7,completed,cyber_security
462,70,CS3104,Exploratory Data Analysis,Computer Science,3,1,3,Data Analysis,65.5,B-,2.7,completed,cyber_security
463,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,75.0,B+,3.3,completed,networking_cloud
463,36,SE1102,Discrete Mathematics,Software Engineering,1,1,3,Mathematics,58.7,C,2.0,completed,networking_cloud
463,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,78.6,B+,3.3,completed,networking_cloud
463,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,82.5,A-,3.7,completed,networking_cloud
463,39,SE1201,Advanced OOP,Software Engineering,1,2,4,Programming,86.3,A,4.0,completed,networking_cloud
463,40,SE1202,Linear Algebra,Software Engineering,1,2,3,Mathematics,70.6,B,3.0,completed,networking_cloud
463,41,SE1203,Database Design,Software Engineering,1,2,4,Database,84.6,A,4.0,completed,networking_cloud
463,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,100.0,A+,4.0,completed,networking_cloud
463,43,SE2101,Algorithms and Complexity,Software Engineering,2,1,4,Algorithms & Data Structures,64.4,C+,2.3,completed,networking_cloud
463,44,SE2102,Statistics for Engineers,Software Engineering,2,1,3,Statistics,58.6,C,2.0,completed,networking_cloud
463,45,SE2103,Systems Programming,Software Engineering,2,1,3,Systems & Operating Systems,90.3,A+,4.0,completed,networking_cloud
463,47,SE2201,Software Design Patterns,Software Engineering,2,2,4,Software Engineering,73.2,B,3.0,completed,networking_cloud
463,48,SE2202,Database Administration,Software Engineering,2,2,4,Database,95.1,A+,4.0,completed,networking_cloud
463,49,SE2203,Network Architecture,Software Engineering,2,2,3,Networking,99.9,A+,4.0,completed,networking_cloud
463,50,SE2204,Applied Statistics,Software Engineering,2,2,3,Statistics,76.5,B+,3.3,completed,networking_cloud
464,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,88.6,A,4.0,completed,ai_ml
464,36,SE1102,Discrete Mathematics,Software Engineering,1,1,3,Mathematics,91.9,A+,4.0,completed,ai_ml
464,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,58.9,C,2.0,completed,ai_ml
464,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,63.5,C+,2.3,completed,ai_ml
464,39,SE1201,Advanced OOP,Software Engineering,1,2,4,Programming,95.3,A+,4.0,completed,ai_ml
464,40,SE1202,Linear Algebra,Software Engineering,1,2,3,Mathematics,95.1,A+,4.0,completed,ai_ml
464,41,SE1203,Database Design,Software Engineering,1,2,4,Database,68.1,B-,2.7,completed,ai_ml
464,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,59.4,C,2.0,completed,ai_ml
464,43,SE2101,Algorithms and Complexity,Software Engineering,2,1,4,Algorithms & Data Structures,92.0,A+,4.0,completed,ai_ml
464,44,SE2102,Statistics for Engineers,Software Engineering,2,1,3,Statistics,85.7,A,4.0,completed,ai_ml
464,45,SE2103,Systems Programming,Software Engineering,2,1,3,Systems & Operating Systems,63.3,C+,2.3,completed,ai_ml
464,46,SE2104,Software Requirements Engineering,Software Engineering,2,1,3,Software Engineering,58.0,C,2.0,completed,ai_ml
464,47,SE2201,Software Design Patterns,Software Engineering,2,2,4,Software Engineering,67.6,B-,2.7,completed,ai_ml
464,48,SE2202,Database Administration,Software Engineering,2,2,4,Database,56.9,C,2.0,completed,ai_ml
464,49,SE2203,Network Architecture,Software Engineering,2,2,3,Networking,64.2,C+,2.3,completed,ai_ml
464,50,SE2204,Applied Statistics,Software Engineering,2,2,3,Statistics,81.5,A-,3.7,completed,ai_ml
465,51,CS1101,Intro to Computer Science,Computer Science,1,1,4,Programming,84.8,A,4.0,completed,balanced
465,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,58.7,C,2.0,completed,balanced
465,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,71.9,B,3.0,completed,balanced
465,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,98.6,A+,4.0,completed,balanced
465,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,81.9,A-,3.7,completed,balanced
465,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,74.5,B,3.0,completed,balanced
465,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,96.9,A+,4.0,completed,balanced
465,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,81.7,A-,3.7,completed,balanced
466,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,61.9,C+,2.3,completed,ai_ml
466,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,67.0,B-,2.7,completed,ai_ml
466,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,54.1,C-,1.7,completed,ai_ml
466,39,SE1201,Advanced OOP,Software Engineering,1,2,4,Programming,59.9,C+,2.3,completed,ai_ml
466,41,SE1203,Database Design,Software Engineering,1,2,4,Database,50.7,C-,1.7,completed,ai_ml
466,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,74.6,B+,3.3,completed,ai_ml
466,43,SE2101,Algorithms and Complexity,Software Engineering,2,1,4,Algorithms & Data Structures,87.7,A,4.0,completed,ai_ml
466,45,SE2103,Systems Programming,Software Engineering,2,1,3,Systems & Operating Systems,68.6,B-,2.7,completed,ai_ml
466,46,SE2104,Software Requirements Engineering,Software Engineering,2,1,3,Software Engineering,46.0,D,1.0,completed,ai_ml
466,47,SE2201,Software Design Patterns,Software Engineering,2,2,4,Software Engineering,48.8,D,1.0,completed,ai_ml
466,48,SE2202,Database Administration,Software Engineering,2,2,4,Database,59.6,C+,2.3,completed,ai_ml
466,49,SE2203,Network Architecture,Software Engineering,2,2,3,Networking,48.4,D,1.0,completed,ai_ml
466,50,SE2204,Applied Statistics,Software Engineering,2,2,3,Statistics,78.2,B+,3.3,completed,ai_ml
467,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,79.4,B+,3.3,completed,database_engineering
467,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,99.7,A+,4.0,completed,database_engineering
467,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,93.3,A+,4.0,completed,database_engineering
467,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,93.4,A+,4.0,completed,database_engineering
467,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,84.1,A-,3.7,completed,database_engineering
467,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,48.2,D,1.0,completed,database_engineering
467,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,79.0,B+,3.3,completed,database_engineering
467,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,77.5,B+,3.3,completed,database_engineering
467,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,75.5,B+,3.3,completed,database_engineering
467,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,71.2,B,3.0,completed,database_engineering
467,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,76.9,B+,3.3,completed,database_engineering
467,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,64.1,C+,2.3,completed,database_engineering
467,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,82.5,A-,3.7,completed,database_engineering
467,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,63.9,C+,2.3,completed,database_engineering
467,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,88.8,A,4.0,completed,database_engineering
467,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,62.6,C+,2.3,completed,database_engineering
467,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,74.3,B,3.0,completed,database_engineering
467,19,IT3102,Information Security,Information Technology,3,1,3,Cyber Security,87.4,A,4.0,completed,database_engineering
467,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,78.9,B+,3.3,completed,database_engineering
467,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,100.0,A+,4.0,completed,database_engineering
467,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,69.1,B-,2.7,completed,database_engineering
467,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,77.1,B+,3.3,completed,database_engineering
467,24,IT3202,Network Security,Information Technology,3,2,3,Cyber Security,70.4,B,3.0,completed,database_engineering
467,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,84.9,A,4.0,completed,database_engineering
467,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,90.9,A+,4.0,completed,database_engineering
467,27,IT3205,Software Testing and QA,Information Technology,3,2,3,Software Engineering,70.5,B,3.0,completed,database_engineering
468,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,80.3,A-,3.7,completed,cyber_security
468,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,51.9,C-,1.7,completed,cyber_security
468,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,76.1,B+,3.3,completed,cyber_security
468,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,63.0,C+,2.3,completed,cyber_security
468,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,64.4,C+,2.3,completed,cyber_security
468,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,41.8,D,1.0,completed,cyber_security
468,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,90.0,A+,4.0,completed,cyber_security
468,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,66.6,B-,2.7,completed,cyber_security
468,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,79.7,A-,3.7,completed,cyber_security
468,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,57.5,C,2.0,completed,cyber_security
468,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,52.1,C-,1.7,completed,cyber_security
468,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,57.4,C,2.0,completed,cyber_security
468,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,68.6,B-,2.7,completed,cyber_security
468,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,72.5,B,3.0,completed,cyber_security
468,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,51.9,C-,1.7,completed,cyber_security
469,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,65.9,B-,2.7,completed,data_science
469,36,SE1102,Discrete Mathematics,Software Engineering,1,1,3,Mathematics,85.1,A,4.0,completed,data_science
469,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,42.9,D,1.0,completed,data_science
469,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,59.5,C+,2.3,completed,data_science
469,39,SE1201,Advanced OOP,Software Engineering,1,2,4,Programming,78.4,B+,3.3,completed,data_science
469,40,SE1202,Linear Algebra,Software Engineering,1,2,3,Mathematics,68.5,B-,2.7,completed,data_science
469,41,SE1203,Database Design,Software Engineering,1,2,4,Database,66.3,B-,2.7,completed,data_science
469,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,38.5,F,0.0,completed,data_science
469,43,SE2101,Algorithms and Complexity,Software Engineering,2,1,4,Algorithms & Data Structures,47.9,D,1.0,completed,data_science
469,44,SE2102,Statistics for Engineers,Software Engineering,2,1,3,Statistics,79.6,A-,3.7,completed,data_science
469,45,SE2103,Systems Programming,Software Engineering,2,1,3,Systems & Operating Systems,48.0,D,1.0,completed,data_science
469,46,SE2104,Software Requirements Engineering,Software Engineering,2,1,3,Software Engineering,53.9,C-,1.7,completed,data_science
469,47,SE2201,Software Design Patterns,Software Engineering,2,2,4,Software Engineering,60.6,C+,2.3,completed,data_science
469,48,SE2202,Database Administration,Software Engineering,2,2,4,Database,72.5,B,3.0,completed,data_science
469,49,SE2203,Network Architecture,Software Engineering,2,2,3,Networking,66.8,B-,2.7,completed,data_science
469,50,SE2204,Applied Statistics,Software Engineering,2,2,3,Statistics,53.3,C-,1.7,completed,data_science
470,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,76.5,B+,3.3,completed,cyber_security
470,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,48.5,D,1.0,completed,cyber_security
470,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,72.9,B,3.0,completed,cyber_security
470,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,62.8,C+,2.3,completed,cyber_security
470,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,66.0,B-,2.7,completed,cyber_security
470,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,59.2,C,2.0,completed,cyber_security
470,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,57.9,C,2.0,completed,cyber_security
470,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,84.4,A-,3.7,completed,cyber_security
470,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,59.4,C,2.0,completed,cyber_security
470,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,58.2,C,2.0,completed,cyber_security
470,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,84.7,A,4.0,completed,cyber_security
470,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,71.0,B,3.0,completed,cyber_security
470,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,74.3,B,3.0,completed,cyber_security
470,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,40.1,D,1.0,completed,cyber_security
470,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,70.7,B,3.0,completed,cyber_security
470,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,86.9,A,4.0,completed,cyber_security
470,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,56.8,C,2.0,completed,cyber_security
470,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,69.7,B,3.0,completed,cyber_security
470,19,IT3102,Information Security,Information Technology,3,1,3,Cyber Security,83.3,A-,3.7,completed,cyber_security
470,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,46.7,D,1.0,completed,cyber_security
470,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,50.4,C-,1.7,completed,cyber_security
470,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,69.5,B,3.0,completed,cyber_security
471,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,68.0,B-,2.7,completed,networking_cloud
471,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,66.5,B-,2.7,completed,networking_cloud
471,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,75.9,B+,3.3,completed,networking_cloud
471,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,41.0,D,1.0,completed,networking_cloud
471,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,82.7,A-,3.7,completed,networking_cloud
471,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,66.1,B-,2.7,completed,networking_cloud
471,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,90.5,A+,4.0,completed,networking_cloud
471,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,100.0,A+,4.0,completed,networking_cloud
471,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,68.7,B-,2.7,completed,networking_cloud
471,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,73.2,B,3.0,completed,networking_cloud
471,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,87.9,A,4.0,completed,networking_cloud
471,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,58.8,C,2.0,completed,networking_cloud
471,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,63.3,C+,2.3,completed,networking_cloud
471,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,67.9,B-,2.7,completed,networking_cloud
471,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,82.7,A-,3.7,completed,networking_cloud
471,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,75.1,B+,3.3,completed,networking_cloud
472,51,CS1101,Intro to Computer Science,Computer Science,1,1,4,Programming,71.8,B,3.0,completed,struggling
472,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,49.4,D,1.0,completed,struggling
472,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,60.2,C+,2.3,completed,struggling
472,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,48.2,D,1.0,completed,struggling
472,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,55.0,C,2.0,completed,struggling
472,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,60.7,C+,2.3,completed,struggling
472,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,40.1,D,1.0,completed,struggling
472,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,62.8,C+,2.3,completed,struggling
472,59,CS2101,Data Structures,Computer Science,2,1,4,Algorithms & Data Structures,67.9,B-,2.7,completed,struggling
472,60,CS2102,Probability and Statistics,Computer Science,2,1,3,Statistics,45.6,D,1.0,completed,struggling
472,61,CS2103,Operating Systems Concepts,Computer Science,2,1,3,Systems & Operating Systems,60.3,C+,2.3,completed,struggling
472,62,CS2104,Software Engineering I,Computer Science,2,1,3,Software Engineering,49.4,D,1.0,completed,struggling
472,63,CS2201,Algorithm Design,Computer Science,2,2,4,Algorithms & Data Structures,71.2,B,3.0,completed,struggling
472,64,CS2202,Advanced Databases,Computer Science,2,2,4,Database,43.1,D,1.0,completed,struggling
472,65,CS2203,Data Communications,Computer Science,2,2,3,Networking,66.5,B-,2.7,completed,struggling
472,66,CS2204,Statistical Computing,Computer Science,2,2,3,Statistics,75.5,B+,3.3,completed,struggling
472,67,CS3101,Artificial Intelligence Fundamentals,Computer Science,3,1,4,Artificial Intelligence,52.8,C-,1.7,completed,struggling
472,68,CS3102,Cyber Security Principles,Computer Science,3,1,3,Cyber Security,59.1,C,2.0,completed,struggling
472,69,CS3103,Software Architecture,Computer Science,3,1,3,Software Engineering,41.2,D,1.0,completed,struggling
472,70,CS3104,Exploratory Data Analysis,Computer Science,3,1,3,Data Analysis,76.7,B+,3.3,completed,struggling
472,71,CS3105,Cloud Infrastructure,Computer Science,3,1,3,Cloud Computing,45.9,D,1.0,completed,struggling
473,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,79.7,A-,3.7,completed,database_engineering
473,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,71.7,B,3.0,completed,database_engineering
473,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,80.0,A-,3.7,completed,database_engineering
473,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,66.9,B-,2.7,completed,database_engineering
473,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,73.0,B,3.0,completed,database_engineering
473,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,80.3,A-,3.7,completed,database_engineering
473,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,100.0,A+,4.0,completed,database_engineering
473,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,87.3,A,4.0,completed,database_engineering
473,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,70.3,B,3.0,completed,database_engineering
473,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,73.3,B,3.0,completed,database_engineering
473,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,77.1,B+,3.3,completed,database_engineering
473,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,71.0,B,3.0,completed,database_engineering
473,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,85.7,A,4.0,completed,database_engineering
473,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,67.8,B-,2.7,completed,database_engineering
473,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,70.9,B,3.0,completed,database_engineering
473,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,59.1,C,2.0,completed,database_engineering
473,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,70.6,B,3.0,completed,database_engineering
473,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,69.1,B-,2.7,completed,database_engineering
473,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,76.6,B+,3.3,completed,database_engineering
473,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,54.6,C,2.0,completed,database_engineering
474,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,70.5,B,3.0,completed,software_engineering
474,36,SE1102,Discrete Mathematics,Software Engineering,1,1,3,Mathematics,76.4,B+,3.3,completed,software_engineering
474,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,62.1,C+,2.3,completed,software_engineering
474,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,43.3,D,1.0,completed,software_engineering
474,40,SE1202,Linear Algebra,Software Engineering,1,2,3,Mathematics,66.3,B-,2.7,completed,software_engineering
474,41,SE1203,Database Design,Software Engineering,1,2,4,Database,76.2,B+,3.3,completed,software_engineering
474,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,80.8,A-,3.7,completed,software_engineering
474,43,SE2101,Algorithms and Complexity,Software Engineering,2,1,4,Algorithms & Data Structures,88.8,A,4.0,completed,software_engineering
474,44,SE2102,Statistics for Engineers,Software Engineering,2,1,3,Statistics,60.0,C+,2.3,completed,software_engineering
474,45,SE2103,Systems Programming,Software Engineering,2,1,3,Systems & Operating Systems,74.0,B,3.0,completed,software_engineering
474,46,SE2104,Software Requirements Engineering,Software Engineering,2,1,3,Software Engineering,78.1,B+,3.3,completed,software_engineering
474,47,SE2201,Software Design Patterns,Software Engineering,2,2,4,Software Engineering,87.0,A,4.0,completed,software_engineering
